lambda,dlambda,enthalpy
4.753158e-01,-3.012335e-06,-3.184340e+01
4.753128e-01,-3.012297e-06,-3.184335e+01
4.753098e-01,-3.012259e-06,-3.184330e+01
4.753068e-01,-3.012220e-06,-3.184326e+01
4.753038e-01,-3.012182e-06,-3.184322e+01
4.753007e-01,-3.012144e-06,-3.184317e+01
4.752977e-01,-3.012106e-06,-3.184314e+01
4.752947e-01,-3.012068e-06,-3.184310e+01
4.752917e-01,-3.012030e-06,-3.184307e+01
4.752887e-01,-3.011991e-06,-3.184303e+01
4.752857e-01,-3.011953e-06,-3.184301e+01
4.752827e-01,-3.011915e-06,-3.184298e+01
4.752797e-01,-3.011877e-06,-3.184296e+01
4.752767e-01,-3.011839e-06,-3.184294e+01
4.752736e-01,-3.011800e-06,-3.184292e+01
4.752706e-01,-3.011762e-06,-3.184290e+01
4.752676e-01,-3.011724e-06,-3.184289e+01
4.752646e-01,-3.011686e-06,-3.184288e+01
4.752616e-01,-3.011648e-06,-3.184287e+01
4.752586e-01,-3.011610e-06,-3.184287e+01
4.752556e-01,-3.011571e-06,-3.184286e+01
4.752526e-01,-3.011533e-06,-3.184286e+01
4.752495e-01,-3.011495e-06,-3.184286e+01
4.752465e-01,-3.011457e-06,-3.184287e+01
4.752435e-01,-3.011419e-06,-3.184287e+01
4.752405e-01,-3.011381e-06,-3.184288e+01
4.752375e-01,-3.011342e-06,-3.184288e+01
4.752345e-01,-3.011304e-06,-3.184289e+01
4.752315e-01,-3.011266e-06,-3.184290e+01
4.752285e-01,-3.011228e-06,-3.184291e+01
4.752255e-01,-3.011190e-06,-3.184292e+01
4.752224e-01,-3.011152e-06,-3.184293e+01
4.752194e-01,-3.011113e-06,-3.184294e+01
4.752164e-01,-3.011075e-06,-3.184296e+01
4.752134e-01,-3.011037e-06,-3.184297e+01
4.752104e-01,-3.010999e-06,-3.184298e+01
4.752074e-01,-3.010961e-06,-3.184299e+01
4.752044e-01,-3.010923e-06,-3.184300e+01
4.752014e-01,-3.010885e-06,-3.184301e+01
4.751984e-01,-3.010846e-06,-3.184302e+01
4.751953e-01,-3.010808e-06,-3.184302e+01
4.751923e-01,-3.010770e-06,-3.184303e+01
4.751893e-01,-3.010732e-06,-3.184304e+01
4.751863e-01,-3.010694e-06,-3.184304e+01
4.751833e-01,-3.010656e-06,-3.184305e+01
4.751803e-01,-3.010617e-06,-3.184305e+01
4.751773e-01,-3.010579e-06,-3.184305e+01
4.751743e-01,-3.010541e-06,-3.184305e+01
4.751713e-01,-3.010503e-06,-3.184305e+01
4.751683e-01,-3.010465e-06,-3.184305e+01
4.751652e-01,-3.010427e-06,-3.184305e+01
4.751622e-01,-3.010389e-06,-3.184305e+01
4.751592e-01,-3.010350e-06,-3.184304e+01
4.751562e-01,-3.010312e-06,-3.184304e+01
4.751532e-01,-3.010274e-06,-3.184303e+01
4.751502e-01,-3.010236e-06,-3.184302e+01
4.751472e-01,-3.010198e-06,-3.184301e+01
4.751442e-01,-3.010160e-06,-3.184300e+01
4.751412e-01,-3.010122e-06,-3.184299e+01
4.751381e-01,-3.010083e-06,-3.184298e+01
4.751351e-01,-3.010045e-06,-3.184297e+01
4.751321e-01,-3.010007e-06,-3.184296e+01
4.751291e-01,-3.009969e-06,-3.184294e+01
4.751261e-01,-3.009931e-06,-3.184293e+01
4.751231e-01,-3.009893e-06,-3.184291e+01
4.751201e-01,-3.009855e-06,-3.184289e+01
4.751171e-01,-3.009817e-06,-3.184287e+01
4.751141e-01,-3.009778e-06,-3.184285e+01
4.751111e-01,-3.009740e-06,-3.184283e+01
4.751080e-01,-3.009702e-06,-3.184281e+01
4.751050e-01,-3.009664e-06,-3.184278e+01
4.751020e-01,-3.009626e-06,-3.184276e+01
4.750990e-01,-3.009588e-06,-3.184273e+01
4.750960e-01,-3.009550e-06,-3.184271e+01
4.750930e-01,-3.009511e-06,-3.184268e+01
4.750900e-01,-3.009473e-06,-3.184265e+01
4.750870e-01,-3.009435e-06,-3.184262e+01
4.750840e-01,-3.009397e-06,-3.184258e+01
4.750810e-01,-3.009359e-06,-3.184255e+01
4.750780e-01,-3.009321e-06,-3.184252e+01
4.750749e-01,-3.009283e-06,-3.184248e+01
4.750719e-01,-3.009245e-06,-3.184245e+01
4.750689e-01,-3.009206e-06,-3.184241e+01
4.750659e-01,-3.009168e-06,-3.184237e+01
4.750629e-01,-3.009130e-06,-3.184233e+01
4.750599e-01,-3.009092e-06,-3.184229e+01
4.750569e-01,-3.009054e-06,-3.184225e+01
4.750539e-01,-3.009016e-06,-3.184221e+01
4.750509e-01,-3.008978e-06,-3.184217e+01
4.750479e-01,-3.008940e-06,-3.184213e+01
4.750449e-01,-3.008901e-06,-3.184209e+01
4.750418e-01,-3.008863e-06,-3.184205e+01
4.750388e-01,-3.008825e-06,-3.184201e+01
4.750358e-01,-3.008787e-06,-3.184196e+01
4.750328e-01,-3.008749e-06,-3.184192e+01
4.750298e-01,-3.008711e-06,-3.184188e+01
4.750268e-01,-3.008673e-06,-3.184184e+01
4.750238e-01,-3.008635e-06,-3.184180e+01
4.750208e-01,-3.008597e-06,-3.184177e+01
4.750178e-01,-3.008558e-06,-3.184173e+01
4.750148e-01,-3.008520e-06,-3.184169e+01
4.750118e-01,-3.008482e-06,-3.184166e+01
4.750087e-01,-3.008444e-06,-3.184162e+01
4.750057e-01,-3.008406e-06,-3.184159e+01
4.750027e-01,-3.008368e-06,-3.184155e+01
4.749997e-01,-3.008330e-06,-3.184152e+01
4.749967e-01,-3.008292e-06,-3.184149e+01
4.749937e-01,-3.008254e-06,-3.184146e+01
4.749907e-01,-3.008216e-06,-3.184144e+01
4.749877e-01,-3.008177e-06,-3.184141e+01
4.749847e-01,-3.008139e-06,-3.184138e+01
4.749817e-01,-3.008101e-06,-3.184136e+01
4.749787e-01,-3.008063e-06,-3.184134e+01
4.749757e-01,-3.008025e-06,-3.184131e+01
4.749726e-01,-3.007987e-06,-3.184129e+01
4.749696e-01,-3.007949e-06,-3.184127e+01
4.749666e-01,-3.007911e-06,-3.184125e+01
4.749636e-01,-3.007873e-06,-3.184124e+01
4.749606e-01,-3.007835e-06,-3.184122e+01
4.749576e-01,-3.007796e-06,-3.184120e+01
4.749546e-01,-3.007758e-06,-3.184119e+01
4.749516e-01,-3.007720e-06,-3.184117e+01
4.749486e-01,-3.007682e-06,-3.184115e+01
4.749456e-01,-3.007644e-06,-3.184114e+01
4.749426e-01,-3.007606e-06,-3.184112e+01
4.749396e-01,-3.007568e-06,-3.184111e+01
4.749366e-01,-3.007530e-06,-3.184110e+01
4.749335e-01,-3.007492e-06,-3.184108e+01
4.749305e-01,-3.007454e-06,-3.184107e+01
4.749275e-01,-3.007415e-06,-3.184105e+01
4.749245e-01,-3.007377e-06,-3.184104e+01
4.749215e-01,-3.007339e-06,-3.184103e+01
4.749185e-01,-3.007301e-06,-3.184101e+01
4.749155e-01,-3.007263e-06,-3.184100e+01
4.749125e-01,-3.007225e-06,-3.184099e+01
4.749095e-01,-3.007187e-06,-3.184097e+01
4.749065e-01,-3.007149e-06,-3.184096e+01
4.749035e-01,-3.007111e-06,-3.184095e+01
4.749005e-01,-3.007073e-06,-3.184093e+01
4.748975e-01,-3.007035e-06,-3.184092e+01
4.748945e-01,-3.006997e-06,-3.184091e+01
4.748914e-01,-3.006958e-06,-3.184090e+01
4.748884e-01,-3.006920e-06,-3.184089e+01
4.748854e-01,-3.006882e-06,-3.184088e+01
4.748824e-01,-3.006844e-06,-3.184087e+01
4.748794e-01,-3.006806e-06,-3.184086e+01
4.748764e-01,-3.006768e-06,-3.184085e+01
4.748734e-01,-3.006730e-06,-3.184084e+01
4.748704e-01,-3.006692e-06,-3.184083e+01
4.748674e-01,-3.006654e-06,-3.184083e+01
4.748644e-01,-3.006616e-06,-3.184082e+01
4.748614e-01,-3.006578e-06,-3.184082e+01
4.748584e-01,-3.006540e-06,-3.184081e+01
4.748554e-01,-3.006502e-06,-3.184081e+01
4.748524e-01,-3.006464e-06,-3.184081e+01
4.748494e-01,-3.006425e-06,-3.184081e+01
4.748463e-01,-3.006387e-06,-3.184081e+01
4.748433e-01,-3.006349e-06,-3.184081e+01
4.748403e-01,-3.006311e-06,-3.184082e+01
4.748373e-01,-3.006273e-06,-3.184082e+01
4.748343e-01,-3.006235e-06,-3.184083e+01
4.748313e-01,-3.006197e-06,-3.184084e+01
4.748283e-01,-3.006159e-06,-3.184084e+01
4.748253e-01,-3.006121e-06,-3.184085e+01
4.748223e-01,-3.006083e-06,-3.184087e+01
4.748193e-01,-3.006045e-06,-3.184088e+01
4.748163e-01,-3.006007e-06,-3.184089e+01
4.748133e-01,-3.005969e-06,-3.184091e+01
4.748103e-01,-3.005931e-06,-3.184092e+01
4.748073e-01,-3.005893e-06,-3.184094e+01
4.748043e-01,-3.005854e-06,-3.184096e+01
4.748013e-01,-3.005816e-06,-3.184098e+01
4.747982e-01,-3.005778e-06,-3.184100e+01
4.747952e-01,-3.005740e-06,-3.184102e+01
4.747922e-01,-3.005702e-06,-3.184104e+01
4.747892e-01,-3.005664e-06,-3.184106e+01
4.747862e-01,-3.005626e-06,-3.184108e+01
4.747832e-01,-3.005588e-06,-3.184111e+01
4.747802e-01,-3.005550e-06,-3.184113e+01
4.747772e-01,-3.005512e-06,-3.184116e+01
4.747742e-01,-3.005474e-06,-3.184119e+01
4.747712e-01,-3.005436e-06,-3.184121e+01
4.747682e-01,-3.005398e-06,-3.184124e+01
4.747652e-01,-3.005360e-06,-3.184127e+01
4.747622e-01,-3.005322e-06,-3.184130e+01
4.747592e-01,-3.005284e-06,-3.184133e+01
4.747562e-01,-3.005246e-06,-3.184136e+01
4.747532e-01,-3.005208e-06,-3.184139e+01
4.747502e-01,-3.005170e-06,-3.184142e+01
4.747472e-01,-3.005131e-06,-3.184145e+01
4.747441e-01,-3.005093e-06,-3.184148e+01
4.747411e-01,-3.005055e-06,-3.184151e+01
4.747381e-01,-3.005017e-06,-3.184154e+01
4.747351e-01,-3.004979e-06,-3.184157e+01
4.747321e-01,-3.004941e-06,-3.184160e+01
4.747291e-01,-3.004903e-06,-3.184163e+01
4.747261e-01,-3.004865e-06,-3.184166e+01
4.747231e-01,-3.004827e-06,-3.184170e+01
4.747201e-01,-3.004789e-06,-3.184173e+01
4.747171e-01,-3.004751e-06,-3.184175e+01
4.747141e-01,-3.004713e-06,-3.184178e+01
4.747111e-01,-3.004675e-06,-3.184181e+01
4.747081e-01,-3.004637e-06,-3.184184e+01
4.747051e-01,-3.004599e-06,-3.184187e+01
4.747021e-01,-3.004561e-06,-3.184189e+01
4.746991e-01,-3.004523e-06,-3.184192e+01
4.746961e-01,-3.004485e-06,-3.184194e+01
4.746931e-01,-3.004447e-06,-3.184196e+01
4.746901e-01,-3.004409e-06,-3.184198e+01
4.746871e-01,-3.004371e-06,-3.184200e+01
4.746841e-01,-3.004333e-06,-3.184202e+01
4.746811e-01,-3.004295e-06,-3.184203e+01
4.746780e-01,-3.004257e-06,-3.184205e+01
4.746750e-01,-3.004219e-06,-3.184206e+01
4.746720e-01,-3.004181e-06,-3.184207e+01
4.746690e-01,-3.004143e-06,-3.184208e+01
4.746660e-01,-3.004105e-06,-3.184208e+01
4.746630e-01,-3.004067e-06,-3.184209e+01
4.746600e-01,-3.004028e-06,-3.184209e+01
4.746570e-01,-3.003990e-06,-3.184209e+01
4.746540e-01,-3.003952e-06,-3.184208e+01
4.746510e-01,-3.003914e-06,-3.184208e+01
4.746480e-01,-3.003876e-06,-3.184207e+01
4.746450e-01,-3.003838e-06,-3.184207e+01
4.746420e-01,-3.003800e-06,-3.184206e+01
4.746390e-01,-3.003762e-06,-3.184204e+01
4.746360e-01,-3.003724e-06,-3.184203e+01
4.746330e-01,-3.003686e-06,-3.184202e+01
4.746300e-01,-3.003648e-06,-3.184200e+01
4.746270e-01,-3.003610e-06,-3.184199e+01
4.746240e-01,-3.003572e-06,-3.184197e+01
4.746210e-01,-3.003534e-06,-3.184195e+01
4.746180e-01,-3.003496e-06,-3.184193e+01
4.746150e-01,-3.003458e-06,-3.184192e+01
4.746120e-01,-3.003420e-06,-3.184190e+01
4.746090e-01,-3.003382e-06,-3.184188e+01
4.746060e-01,-3.003344e-06,-3.184186e+01
4.746030e-01,-3.003306e-06,-3.184185e+01
4.745999e-01,-3.003268e-06,-3.184183e+01
4.745969e-01,-3.003230e-06,-3.184182e+01
4.745939e-01,-3.003192e-06,-3.184180e+01
4.745909e-01,-3.003154e-06,-3.184179e+01
4.745879e-01,-3.003116e-06,-3.184178e+01
4.745849e-01,-3.003078e-06,-3.184177e+01
4.745819e-01,-3.003040e-06,-3.184176e+01
4.745789e-01,-3.003002e-06,-3.184176e+01
4.745759e-01,-3.002964e-06,-3.184175e+01
4.745729e-01,-3.002926e-06,-3.184175e+01
4.745699e-01,-3.002888e-06,-3.184175e+01
4.745669e-01,-3.002850e-06,-3.184175e+01
4.745639e-01,-3.002812e-06,-3.184175e+01
4.745609e-01,-3.002774e-06,-3.184176e+01
4.745579e-01,-3.002736e-06,-3.184176e+01
4.745549e-01,-3.002698e-06,-3.184177e+01
4.745519e-01,-3.002660e-06,-3.184178e+01
4.745489e-01,-3.002622e-06,-3.184179e+01
4.745459e-01,-3.002584e-06,-3.184181e+01
4.745429e-01,-3.002546e-06,-3.184182e+01
4.745399e-01,-3.002508e-06,-3.184184e+01
4.745369e-01,-3.002470e-06,-3.184186e+01
4.745339e-01,-3.002432e-06,-3.184188e+01
4.745309e-01,-3.002394e-06,-3.184190e+01
4.745279e-01,-3.002356e-06,-3.184192e+01
4.745249e-01,-3.002318e-06,-3.184195e+01
4.745219e-01,-3.002280e-06,-3.184197e+01
4.745189e-01,-3.002242e-06,-3.184200e+01
4.745159e-01,-3.002204e-06,-3.184202e+01
4.745129e-01,-3.002166e-06,-3.184205e+01
4.745099e-01,-3.002128e-06,-3.184208e+01
4.745069e-01,-3.002090e-06,-3.184210e+01
4.745039e-01,-3.002052e-06,-3.184213e+01
4.745009e-01,-3.002014e-06,-3.184216e+01
4.744979e-01,-3.001976e-06,-3.184218e+01
4.744949e-01,-3.001938e-06,-3.184221e+01
4.744919e-01,-3.001900e-06,-3.184224e+01
4.744889e-01,-3.001862e-06,-3.184226e+01
4.744858e-01,-3.001824e-06,-3.184229e+01
4.744828e-01,-3.001786e-06,-3.184231e+01
4.744798e-01,-3.001748e-06,-3.184233e+01
4.744768e-01,-3.001710e-06,-3.184235e+01
4.744738e-01,-3.001672e-06,-3.184238e+01
4.744708e-01,-3.001634e-06,-3.184239e+01
4.744678e-01,-3.001596e-06,-3.184241e+01
4.744648e-01,-3.001558e-06,-3.184243e+01
4.744618e-01,-3.001520e-06,-3.184244e+01
4.744588e-01,-3.001482e-06,-3.184246e+01
4.744558e-01,-3.001445e-06,-3.184247e+01
4.744528e-01,-3.001407e-06,-3.184248e+01
4.744498e-01,-3.001369e-06,-3.184249e+01
4.744468e-01,-3.001331e-06,-3.184249e+01
4.744438e-01,-3.001293e-06,-3.184250e+01
4.744408e-01,-3.001255e-06,-3.184250e+01
4.744378e-01,-3.001217e-06,-3.184250e+01
4.744348e-01,-3.001179e-06,-3.184250e+01
4.744318e-01,-3.001141e-06,-3.184249e+01
4.744288e-01,-3.001103e-06,-3.184249e+01
4.744258e-01,-3.001065e-06,-3.184248e+01
4.744228e-01,-3.001027e-06,-3.184247e+01
4.744198e-01,-3.000989e-06,-3.184246e+01
4.744168e-01,-3.000951e-06,-3.184244e+01
4.744138e-01,-3.000913e-06,-3.184243e+01
4.744108e-01,-3.000875e-06,-3.184241e+01
4.744078e-01,-3.000837e-06,-3.184239e+01
4.744048e-01,-3.000799e-06,-3.184237e+01
4.744018e-01,-3.000761e-06,-3.184235e+01
4.743988e-01,-3.000723e-06,-3.184233e+01
4.743958e-01,-3.000685e-06,-3.184230e+01
4.743928e-01,-3.000647e-06,-3.184228e+01
4.743898e-01,-3.000609e-06,-3.184225e+01
4.743868e-01,-3.000571e-06,-3.184223e+01
4.743838e-01,-3.000533e-06,-3.184220e+01
4.743808e-01,-3.000495e-06,-3.184218e+01
4.743778e-01,-3.000457e-06,-3.184216e+01
4.743748e-01,-3.000419e-06,-3.184213e+01
4.743718e-01,-3.000381e-06,-3.184211e+01
4.743688e-01,-3.000344e-06,-3.184208e+01
4.743658e-01,-3.000306e-06,-3.184206e+01
4.743628e-01,-3.000268e-06,-3.184204e+01
4.743598e-01,-3.000230e-06,-3.184202e+01
4.743568e-01,-3.000192e-06,-3.184201e+01
4.743538e-01,-3.000154e-06,-3.184199e+01
4.743508e-01,-3.000116e-06,-3.184198e+01
4.743478e-01,-3.000078e-06,-3.184196e+01
4.743448e-01,-3.000040e-06,-3.184195e+01
4.743418e-01,-3.000002e-06,-3.184195e+01
4.743388e-01,-2.999964e-06,-3.184194e+01
4.743358e-01,-2.999926e-06,-3.184194e+01
4.743328e-01,-2.999888e-06,-3.184194e+01
4.743298e-01,-2.999850e-06,-3.184194e+01
4.743268e-01,-2.999812e-06,-3.184194e+01
4.743238e-01,-2.999774e-06,-3.184195e+01
4.743208e-01,-2.999736e-06,-3.184196e+01
4.743178e-01,-2.999698e-06,-3.184197e+01
4.743148e-01,-2.999660e-06,-3.184198e+01
4.743118e-01,-2.999623e-06,-3.184200e+01
4.743088e-01,-2.999585e-06,-3.184201e+01
4.743058e-01,-2.999547e-06,-3.184204e+01
4.743028e-01,-2.999509e-06,-3.184206e+01
4.742998e-01,-2.999471e-06,-3.184208e+01
4.742968e-01,-2.999433e-06,-3.184211e+01
4.742938e-01,-2.999395e-06,-3.184214e+01
4.742908e-01,-2.999357e-06,-3.184217e+01
4.742878e-01,-2.999319e-06,-3.184220e+01
4.742848e-01,-2.999281e-06,-3.184223e+01
4.742818e-01,-2.999243e-06,-3.184227e+01
4.742788e-01,-2.999205e-06,-3.184231e+01
4.742758e-01,-2.999167e-06,-3.184234e+01
4.742728e-01,-2.999129e-06,-3.184238e+01
4.742698e-01,-2.999091e-06,-3.184243e+01
4.742668e-01,-2.999053e-06,-3.184247e+01
4.742638e-01,-2.999016e-06,-3.184251e+01
4.742608e-01,-2.998978e-06,-3.184255e+01
4.742578e-01,-2.998940e-06,-3.184260e+01
4.742548e-01,-2.998902e-06,-3.184265e+01
4.742518e-01,-2.998864e-06,-3.184269e+01
4.742488e-01,-2.998826e-06,-3.184274e+01
4.742458e-01,-2.998788e-06,-3.184279e+01
4.742428e-01,-2.998750e-06,-3.184284e+01
4.742398e-01,-2.998712e-06,-3.184289e+01
4.742368e-01,-2.998674e-06,-3.184294e+01
4.742338e-01,-2.998636e-06,-3.184299e+01
4.742308e-01,-2.998598e-06,-3.184304e+01
4.742278e-01,-2.998560e-06,-3.184309e+01
4.742248e-01,-2.998523e-06,-3.184314e+01
4.742218e-01,-2.998485e-06,-3.184320e+01
4.742188e-01,-2.998447e-06,-3.184325e+01
4.742158e-01,-2.998409e-06,-3.184330e+01
4.742128e-01,-2.998371e-06,-3.184335e+01
4.742098e-01,-2.998333e-06,-3.184341e+01
4.742068e-01,-2.998295e-06,-3.184346e+01
4.742038e-01,-2.998257e-06,-3.184351e+01
4.742008e-01,-2.998219e-06,-3.184356e+01
4.741978e-01,-2.998181e-06,-3.184361e+01
4.741948e-01,-2.998143e-06,-3.184367e+01
4.741919e-01,-2.998105e-06,-3.184372e+01
4.741889e-01,-2.998068e-06,-3.184377e+01
4.741859e-01,-2.998030e-06,-3.184382e+01
4.741829e-01,-2.997992e-06,-3.184386e+01
4.741799e-01,-2.997954e-06,-3.184391e+01
4.741769e-01,-2.997916e-06,-3.184396e+01
4.741739e-01,-2.997878e-06,-3.184400e+01
4.741709e-01,-2.997840e-06,-3.184405e+01
4.741679e-01,-2.997802e-06,-3.184409e+01
4.741649e-01,-2.997764e-06,-3.184413e+01
4.741619e-01,-2.997726e-06,-3.184417e+01
4.741589e-01,-2.997688e-06,-3.184421e+01
4.741559e-01,-2.997651e-06,-3.184425e+01
4.741529e-01,-2.997613e-06,-3.184428e+01
4.741499e-01,-2.997575e-06,-3.184432e+01
4.741469e-01,-2.997537e-06,-3.184435e+01
4.741439e-01,-2.997499e-06,-3.184438e+01
4.741409e-01,-2.997461e-06,-3.184441e+01
4.741379e-01,-2.997423e-06,-3.184443e+01
4.741349e-01,-2.997385e-06,-3.184446e+01
4.741319e-01,-2.997347e-06,-3.184448e+01
4.741289e-01,-2.997309e-06,-3.184450e+01
4.741259e-01,-2.997272e-06,-3.184452e+01
4.741229e-01,-2.997234e-06,-3.184454e+01
4.741199e-01,-2.997196e-06,-3.184455e+01
4.741169e-01,-2.997158e-06,-3.184457e+01
4.741139e-01,-2.997120e-06,-3.184458e+01
4.741109e-01,-2.997082e-06,-3.184459e+01
4.741079e-01,-2.997044e-06,-3.184460e+01
4.741049e-01,-2.997006e-06,-3.184461e+01
4.741019e-01,-2.996968e-06,-3.184461e+01
4.740989e-01,-2.996931e-06,-3.184462e+01
4.740959e-01,-2.996893e-06,-3.184462e+01
4.740929e-01,-2.996855e-06,-3.184462e+01
4.740899e-01,-2.996817e-06,-3.184462e+01
4.740869e-01,-2.996779e-06,-3.184463e+01
4.740839e-01,-2.996741e-06,-3.184463e+01
4.740809e-01,-2.996703e-06,-3.184463e+01
4.740779e-01,-2.996665e-06,-3.184463e+01
4.740750e-01,-2.996627e-06,-3.184462e+01
4.740720e-01,-2.996590e-06,-3.184462e+01
4.740690e-01,-2.996552e-06,-3.184462e+01
4.740660e-01,-2.996514e-06,-3.184462e+01
4.740630e-01,-2.996476e-06,-3.184462e+01
4.740600e-01,-2.996438e-06,-3.184462e+01
4.740570e-01,-2.996400e-06,-3.184462e+01
4.740540e-01,-2.996362e-06,-3.184462e+01
4.740510e-01,-2.996324e-06,-3.184462e+01
4.740480e-01,-2.996287e-06,-3.184463e+01
4.740450e-01,-2.996249e-06,-3.184463e+01
4.740420e-01,-2.996211e-06,-3.184463e+01
4.740390e-01,-2.996173e-06,-3.184464e+01
4.740360e-01,-2.996135e-06,-3.184465e+01
4.740330e-01,-2.996097e-06,-3.184466e+01
4.740300e-01,-2.996059e-06,-3.184467e+01
4.740270e-01,-2.996021e-06,-3.184468e+01
4.740240e-01,-2.995984e-06,-3.184469e+01
4.740210e-01,-2.995946e-06,-3.184470e+01
4.740180e-01,-2.995908e-06,-3.184472e+01
4.740150e-01,-2.995870e-06,-3.184474e+01
4.740120e-01,-2.995832e-06,-3.184476e+01
4.740090e-01,-2.995794e-06,-3.184478e+01
4.740060e-01,-2.995756e-06,-3.184480e+01
4.740030e-01,-2.995718e-06,-3.184483e+01
4.740000e-01,-2.995681e-06,-3.184486e+01
4.739971e-01,-2.995643e-06,-3.184489e+01
4.739941e-01,-2.995605e-06,-3.184492e+01
4.739911e-01,-2.995567e-06,-3.184495e+01
4.739881e-01,-2.995529e-06,-3.184499e+01
4.739851e-01,-2.995491e-06,-3.184502e+01
4.739821e-01,-2.995453e-06,-3.184506e+01
4.739791e-01,-2.995416e-06,-3.184510e+01
4.739761e-01,-2.995378e-06,-3.184514e+01
4.739731e-01,-2.995340e-06,-3.184518e+01
4.739701e-01,-2.995302e-06,-3.184523e+01
4.739671e-01,-2.995264e-06,-3.184527e+01
4.739641e-01,-2.995226e-06,-3.184532e+01
4.739611e-01,-2.995188e-06,-3.184537e+01
4.739581e-01,-2.995151e-06,-3.184541e+01
4.739551e-01,-2.995113e-06,-3.184546e+01
4.739521e-01,-2.995075e-06,-3.184551e+01
4.739491e-01,-2.995037e-06,-3.184556e+01
4.739461e-01,-2.994999e-06,-3.184562e+01
4.739431e-01,-2.994961e-06,-3.184567e+01
4.739401e-01,-2.994923e-06,-3.184572e+01
4.739371e-01,-2.994886e-06,-3.184577e+01
4.739342e-01,-2.994848e-06,-3.184582e+01
4.739312e-01,-2.994810e-06,-3.184587e+01
4.739282e-01,-2.994772e-06,-3.184593e+01
4.739252e-01,-2.994734e-06,-3.184598e+01
4.739222e-01,-2.994696e-06,-3.184603e+01
4.739192e-01,-2.994658e-06,-3.184608e+01
4.739162e-01,-2.994621e-06,-3.184613e+01
4.739132e-01,-2.994583e-06,-3.184617e+01
4.739102e-01,-2.994545e-06,-3.184622e+01
4.739072e-01,-2.994507e-06,-3.184627e+01
4.739042e-01,-2.994469e-06,-3.184631e+01
4.739012e-01,-2.994431e-06,-3.184636e+01
4.738982e-01,-2.994394e-06,-3.184640e+01
4.738952e-01,-2.994356e-06,-3.184644e+01
4.738922e-01,-2.994318e-06,-3.184648e+01
4.738892e-01,-2.994280e-06,-3.184652e+01
4.738862e-01,-2.994242e-06,-3.184656e+01
4.738832e-01,-2.994204e-06,-3.184660e+01
4.738802e-01,-2.994167e-06,-3.184663e+01
4.738773e-01,-2.994129e-06,-3.184666e+01
4.738743e-01,-2.994091e-06,-3.184669e+01
4.738713e-01,-2.994053e-06,-3.184672e+01
4.738683e-01,-2.994015e-06,-3.184674e+01
4.738653e-01,-2.993977e-06,-3.184677e+01
4.738623e-01,-2.993940e-06,-3.184679e+01
4.738593e-01,-2.993902e-06,-3.184680e+01
4.738563e-01,-2.993864e-06,-3.184682e+01
4.738533e-01,-2.993826e-06,-3.184683e+01
4.738503e-01,-2.993788e-06,-3.184684e+01
4.738473e-01,-2.993750e-06,-3.184685e+01
4.738443e-01,-2.993713e-06,-3.184686e+01
4.738413e-01,-2.993675e-06,-3.184686e+01
4.738383e-01,-2.993637e-06,-3.184686e+01
4.738353e-01,-2.993599e-06,-3.184686e+01
4.738323e-01,-2.993561e-06,-3.184685e+01
4.738294e-01,-2.993523e-06,-3.184684e+01
4.738264e-01,-2.993486e-06,-3.184683e+01
4.738234e-01,-2.993448e-06,-3.184682e+01
4.738204e-01,-2.993410e-06,-3.184680e+01
4.738174e-01,-2.993372e-06,-3.184678e+01
4.738144e-01,-2.993334e-06,-3.184676e+01
4.738114e-01,-2.993296e-06,-3.184673e+01
4.738084e-01,-2.993259e-06,-3.184670e+01
4.738054e-01,-2.993221e-06,-3.184667e+01
4.738024e-01,-2.993183e-06,-3.184664e+01
4.737994e-01,-2.993145e-06,-3.184661e+01
4.737964e-01,-2.993107e-06,-3.184657e+01
4.737934e-01,-2.993070e-06,-3.184653e+01
4.737904e-01,-2.993032e-06,-3.184649e+01
4.737874e-01,-2.992994e-06,-3.184644e+01
4.737845e-01,-2.992956e-06,-3.184640e+01
4.737815e-01,-2.992918e-06,-3.184635e+01
4.737785e-01,-2.992880e-06,-3.184630e+01
4.737755e-01,-2.992843e-06,-3.184625e+01
4.737725e-01,-2.992805e-06,-3.184620e+01
4.737695e-01,-2.992767e-06,-3.184615e+01
4.737665e-01,-2.992729e-06,-3.184610e+01
4.737635e-01,-2.992691e-06,-3.184605e+01
4.737605e-01,-2.992654e-06,-3.184600e+01
4.737575e-01,-2.992616e-06,-3.184595e+01
4.737545e-01,-2.992578e-06,-3.184589e+01
4.737515e-01,-2.992540e-06,-3.184584e+01
4.737485e-01,-2.992502e-06,-3.184579e+01
4.737455e-01,-2.992465e-06,-3.184574e+01
4.737426e-01,-2.992427e-06,-3.184569e+01
4.737396e-01,-2.992389e-06,-3.184564e+01
4.737366e-01,-2.992351e-06,-3.184559e+01
4.737336e-01,-2.992313e-06,-3.184555e+01
4.737306e-01,-2.992276e-06,-3.184550e+01
4.737276e-01,-2.992238e-06,-3.184546e+01
4.737246e-01,-2.992200e-06,-3.184542e+01
4.737216e-01,-2.992162e-06,-3.184538e+01
4.737186e-01,-2.992124e-06,-3.184535e+01
4.737156e-01,-2.992087e-06,-3.184531e+01
4.737126e-01,-2.992049e-06,-3.184528e+01
4.737096e-01,-2.992011e-06,-3.184525e+01
4.737066e-01,-2.991973e-06,-3.184522e+01
