lambda,dlambda,enthalpy
4.737037e-01,-2.991935e-06,-3.184519e+01
4.737007e-01,-2.991898e-06,-3.184517e+01
4.736977e-01,-2.991860e-06,-3.184515e+01
4.736947e-01,-2.991822e-06,-3.184513e+01
4.736917e-01,-2.991784e-06,-3.184512e+01
4.736887e-01,-2.991746e-06,-3.184510e+01
4.736857e-01,-2.991709e-06,-3.184509e+01
4.736827e-01,-2.991671e-06,-3.184508e+01
4.736797e-01,-2.991633e-06,-3.184508e+01
4.736767e-01,-2.991595e-06,-3.184507e+01
4.736737e-01,-2.991557e-06,-3.184507e+01
4.736707e-01,-2.991520e-06,-3.184507e+01
4.736678e-01,-2.991482e-06,-3.184507e+01
4.736648e-01,-2.991444e-06,-3.184508e+01
4.736618e-01,-2.991406e-06,-3.184508e+01
4.736588e-01,-2.991369e-06,-3.184509e+01
4.736558e-01,-2.991331e-06,-3.184510e+01
4.736528e-01,-2.991293e-06,-3.184511e+01
4.736498e-01,-2.991255e-06,-3.184512e+01
4.736468e-01,-2.991217e-06,-3.184514e+01
4.736438e-01,-2.991180e-06,-3.184515e+01
4.736408e-01,-2.991142e-06,-3.184517e+01
4.736378e-01,-2.991104e-06,-3.184519e+01
4.736349e-01,-2.991066e-06,-3.184520e+01
4.736319e-01,-2.991029e-06,-3.184522e+01
4.736289e-01,-2.990991e-06,-3.184525e+01
4.736259e-01,-2.990953e-06,-3.184527e+01
4.736229e-01,-2.990915e-06,-3.184529e+01
4.736199e-01,-2.990877e-06,-3.184531e+01
4.736169e-01,-2.990840e-06,-3.184533e+01
4.736139e-01,-2.990802e-06,-3.184536e+01
4.736109e-01,-2.990764e-06,-3.184538e+01
4.736079e-01,-2.990726e-06,-3.184540e+01
4.736049e-01,-2.990689e-06,-3.184542e+01
4.736020e-01,-2.990651e-06,-3.184545e+01
4.735990e-01,-2.990613e-06,-3.184547e+01
4.735960e-01,-2.990575e-06,-3.184549e+01
4.735930e-01,-2.990537e-06,-3.184551e+01
4.735900e-01,-2.990500e-06,-3.184553e+01
4.735870e-01,-2.990462e-06,-3.184555e+01
4.735840e-01,-2.990424e-06,-3.184556e+01
4.735810e-01,-2.990386e-06,-3.184558e+01
4.735780e-01,-2.990349e-06,-3.184559e+01
4.735750e-01,-2.990311e-06,-3.184561e+01
4.735720e-01,-2.990273e-06,-3.184562e+01
4.735691e-01,-2.990235e-06,-3.184563e+01
4.735661e-01,-2.990198e-06,-3.184563e+01
4.735631e-01,-2.990160e-06,-3.184564e+01
4.735601e-01,-2.990122e-06,-3.184564e+01
4.735571e-01,-2.990084e-06,-3.184564e+01
4.735541e-01,-2.990047e-06,-3.184564e+01
4.735511e-01,-2.990009e-06,-3.184564e+01
4.735481e-01,-2.989971e-06,-3.184563e+01
4.735451e-01,-2.989933e-06,-3.184562e+01
4.735421e-01,-2.989896e-06,-3.184561e+01
4.735392e-01,-2.989858e-06,-3.184560e+01
4.735362e-01,-2.989820e-06,-3.184558e+01
4.735332e-01,-2.989782e-06,-3.184556e+01
4.735302e-01,-2.989745e-06,-3.184554e+01
4.735272e-01,-2.989707e-06,-3.184552e+01
4.735242e-01,-2.989669e-06,-3.184549e+01
4.735212e-01,-2.989631e-06,-3.184546e+01
4.735182e-01,-2.989594e-06,-3.184543e+01
4.735152e-01,-2.989556e-06,-3.184539e+01
4.735122e-01,-2.989518e-06,-3.184535e+01
4.735093e-01,-2.989480e-06,-3.184531e+01
4.735063e-01,-2.989443e-06,-3.184527e+01
4.735033e-01,-2.989405e-06,-3.184522e+01
4.735003e-01,-2.989367e-06,-3.184518e+01
4.734973e-01,-2.989329e-06,-3.184513e+01
4.734943e-01,-2.989292e-06,-3.184507e+01
4.734913e-01,-2.989254e-06,-3.184502e+01
4.734883e-01,-2.989216e-06,-3.184496e+01
4.734853e-01,-2.989178e-06,-3.184491e+01
4.734824e-01,-2.989141e-06,-3.184485e+01
4.734794e-01,-2.989103e-06,-3.184479e+01
4.734764e-01,-2.989065e-06,-3.184472e+01
4.734734e-01,-2.989027e-06,-3.184466e+01
4.734704e-01,-2.988990e-06,-3.184460e+01
4.734674e-01,-2.988952e-06,-3.184453e+01
4.734644e-01,-2.988914e-06,-3.184446e+01
4.734614e-01,-2.988876e-06,-3.184440e+01
4.734584e-01,-2.988839e-06,-3.184433e+01
4.734555e-01,-2.988801e-06,-3.184426e+01
4.734525e-01,-2.988763e-06,-3.184420e+01
4.734495e-01,-2.988725e-06,-3.184413e+01
4.734465e-01,-2.988688e-06,-3.184406e+01
4.734435e-01,-2.988650e-06,-3.184400e+01
4.734405e-01,-2.988612e-06,-3.184393e+01
4.734375e-01,-2.988574e-06,-3.184387e+01
4.734345e-01,-2.988537e-06,-3.184381e+01
4.734315e-01,-2.988499e-06,-3.184375e+01
4.734286e-01,-2.988461e-06,-3.184369e+01
4.734256e-01,-2.988424e-06,-3.184363e+01
4.734226e-01,-2.988386e-06,-3.184358e+01
4.734196e-01,-2.988348e-06,-3.184352e+01
4.734166e-01,-2.988310e-06,-3.184347e+01
4.734136e-01,-2.988273e-06,-3.184342e+01
4.734106e-01,-2.988235e-06,-3.184337e+01
4.734076e-01,-2.988197e-06,-3.184333e+01
4.734046e-01,-2.988159e-06,-3.184329e+01
4.734017e-01,-2.988122e-06,-3.184325e+01
4.733987e-01,-2.988084e-06,-3.184321e+01
4.733957e-01,-2.988046e-06,-3.184317e+01
4.733927e-01,-2.988009e-06,-3.184314e+01
4.733897e-01,-2.987971e-06,-3.184311e+01
4.733867e-01,-2.987933e-06,-3.184308e+01
4.733837e-01,-2.987895e-06,-3.184306e+01
4.733807e-01,-2.987858e-06,-3.184304e+01
4.733778e-01,-2.987820e-06,-3.184302e+01
4.733748e-01,-2.987782e-06,-3.184300e+01
4.733718e-01,-2.987745e-06,-3.184298e+01
4.733688e-01,-2.987707e-06,-3.184297e+01
4.733658e-01,-2.987669e-06,-3.184296e+01
4.733628e-01,-2.987631e-06,-3.184295e+01
4.733598e-01,-2.987594e-06,-3.184294e+01
4.733568e-01,-2.987556e-06,-3.184293e+01
4.733539e-01,-2.987518e-06,-3.184293e+01
4.733509e-01,-2.987481e-06,-3.184292e+01
4.733479e-01,-2.987443e-06,-3.184292e+01
4.733449e-01,-2.987405e-06,-3.184292e+01
4.733419e-01,-2.987367e-06,-3.184292e+01
4.733389e-01,-2.987330e-06,-3.184292e+01
4.733359e-01,-2.987292e-06,-3.184292e+01
4.733329e-01,-2.987254e-06,-3.184292e+01
4.733300e-01,-2.987217e-06,-3.184292e+01
4.733270e-01,-2.987179e-06,-3.184292e+01
4.733240e-01,-2.987141e-06,-3.184293e+01
4.733210e-01,-2.987104e-06,-3.184293e+01
4.733180e-01,-2.987066e-06,-3.184293e+01
4.733150e-01,-2.987028e-06,-3.184293e+01
4.733120e-01,-2.986990e-06,-3.184294e+01
4.733090e-01,-2.986953e-06,-3.184294e+01
4.733061e-01,-2.986915e-06,-3.184294e+01
4.733031e-01,-2.986877e-06,-3.184295e+01
4.733001e-01,-2.986840e-06,-3.184295e+01
4.732971e-01,-2.986802e-06,-3.184295e+01
4.732941e-01,-2.986764e-06,-3.184296e+01
4.732911e-01,-2.986727e-06,-3.184296e+01
4.732881e-01,-2.986689e-06,-3.184297e+01
4.732852e-01,-2.986651e-06,-3.184298e+01
4.732822e-01,-2.986613e-06,-3.184298e+01
4.732792e-01,-2.986576e-06,-3.184299e+01
4.732762e-01,-2.986538e-06,-3.184300e+01
4.732732e-01,-2.986500e-06,-3.184301e+01
4.732702e-01,-2.986463e-06,-3.184302e+01
4.732672e-01,-2.986425e-06,-3.184303e+01
4.732642e-01,-2.986387e-06,-3.184304e+01
4.732613e-01,-2.986350e-06,-3.184305e+01
4.732583e-01,-2.986312e-06,-3.184306e+01
4.732553e-01,-2.986274e-06,-3.184308e+01
4.732523e-01,-2.986237e-06,-3.184309e+01
4.732493e-01,-2.986199e-06,-3.184311e+01
4.732463e-01,-2.986161e-06,-3.184313e+01
4.732433e-01,-2.986123e-06,-3.184315e+01
4.732404e-01,-2.986086e-06,-3.184317e+01
4.732374e-01,-2.986048e-06,-3.184319e+01
4.732344e-01,-2.986010e-06,-3.184322e+01
4.732314e-01,-2.985973e-06,-3.184324e+01
4.732284e-01,-2.985935e-06,-3.184327e+01
4.732254e-01,-2.985897e-06,-3.184330e+01
4.732224e-01,-2.985860e-06,-3.184333e+01
4.732195e-01,-2.985822e-06,-3.184336e+01
4.732165e-01,-2.985784e-06,-3.184340e+01
4.732135e-01,-2.985747e-06,-3.184343e+01
4.732105e-01,-2.985709e-06,-3.184347e+01
4.732075e-01,-2.985671e-06,-3.184351e+01
4.732045e-01,-2.985634e-06,-3.184355e+01
4.732015e-01,-2.985596e-06,-3.184360e+01
4.731986e-01,-2.985558e-06,-3.184364e+01
4.731956e-01,-2.985521e-06,-3.184369e+01
4.731926e-01,-2.985483e-06,-3.184373e+01
4.731896e-01,-2.985445e-06,-3.184378e+01
4.731866e-01,-2.985408e-06,-3.184384e+01
4.731836e-01,-2.985370e-06,-3.184389e+01
4.731806e-01,-2.985332e-06,-3.184394e+01
4.731777e-01,-2.985295e-06,-3.184400e+01
4.731747e-01,-2.985257e-06,-3.184405e+01
4.731717e-01,-2.985219e-06,-3.184411e+01
4.731687e-01,-2.985182e-06,-3.184416e+01
4.731657e-01,-2.985144e-06,-3.184422e+01
4.731627e-01,-2.985106e-06,-3.184428e+01
4.731597e-01,-2.985069e-06,-3.184434e+01
4.731568e-01,-2.985031e-06,-3.184440e+01
4.731538e-01,-2.984993e-06,-3.184446e+01
4.731508e-01,-2.984956e-06,-3.184452e+01
4.731478e-01,-2.984918e-06,-3.184457e+01
4.731448e-01,-2.984880e-06,-3.184463e+01
4.731418e-01,-2.984843e-06,-3.184469e+01
4.731389e-01,-2.984805e-06,-3.184475e+01
4.731359e-01,-2.984767e-06,-3.184480e+01
4.731329e-01,-2.984730e-06,-3.184486e+01
4.731299e-01,-2.984692e-06,-3.184491e+01
4.731269e-01,-2.984654e-06,-3.184497e+01
4.731239e-01,-2.984617e-06,-3.184502e+01
4.731209e-01,-2.984579e-06,-3.184507e+01
4.731180e-01,-2.984541e-06,-3.184512e+01
4.731150e-01,-2.984504e-06,-3.184517e+01
4.731120e-01,-2.984466e-06,-3.184521e+01
4.731090e-01,-2.984428e-06,-3.184525e+01
4.731060e-01,-2.984391e-06,-3.184530e+01
4.731030e-01,-2.984353e-06,-3.184533e+01
4.731001e-01,-2.984315e-06,-3.184537e+01
4.730971e-01,-2.984278e-06,-3.184541e+01
4.730941e-01,-2.984240e-06,-3.184544e+01
4.730911e-01,-2.984202e-06,-3.184547e+01
4.730881e-01,-2.984165e-06,-3.184549e+01
4.730851e-01,-2.984127e-06,-3.184552e+01
4.730821e-01,-2.984090e-06,-3.184554e+01
4.730792e-01,-2.984052e-06,-3.184556e+01
4.730762e-01,-2.984014e-06,-3.184558e+01
4.730732e-01,-2.983977e-06,-3.184559e+01
4.730702e-01,-2.983939e-06,-3.184560e+01
4.730672e-01,-2.983901e-06,-3.184561e+01
4.730642e-01,-2.983864e-06,-3.184562e+01
4.730613e-01,-2.983826e-06,-3.184562e+01
4.730583e-01,-2.983788e-06,-3.184562e+01
4.730553e-01,-2.983751e-06,-3.184562e+01
4.730523e-01,-2.983713e-06,-3.184562e+01
4.730493e-01,-2.983675e-06,-3.184561e+01
4.730463e-01,-2.983638e-06,-3.184561e+01
4.730434e-01,-2.983600e-06,-3.184560e+01
4.730404e-01,-2.983563e-06,-3.184558e+01
4.730374e-01,-2.983525e-06,-3.184557e+01
4.730344e-01,-2.983487e-06,-3.184555e+01
4.730314e-01,-2.983450e-06,-3.184553e+01
4.730284e-01,-2.983412e-06,-3.184551e+01
4.730255e-01,-2.983374e-06,-3.184549e+01
4.730225e-01,-2.983337e-06,-3.184547e+01
4.730195e-01,-2.983299e-06,-3.184544e+01
4.730165e-01,-2.983262e-06,-3.184541e+01
4.730135e-01,-2.983224e-06,-3.184538e+01
4.730105e-01,-2.983186e-06,-3.184535e+01
4.730076e-01,-2.983149e-06,-3.184532e+01
4.730046e-01,-2.983111e-06,-3.184528e+01
4.730016e-01,-2.983073e-06,-3.184525e+01
4.729986e-01,-2.983036e-06,-3.184521e+01
4.729956e-01,-2.982998e-06,-3.184517e+01
4.729926e-01,-2.982960e-06,-3.184513e+01
4.729897e-01,-2.982923e-06,-3.184509e+01
4.729867e-01,-2.982885e-06,-3.184505e+01
4.729837e-01,-2.982848e-06,-3.184501e+01
4.729807e-01,-2.982810e-06,-3.184497e+01
4.729777e-01,-2.982772e-06,-3.184492e+01
4.729747e-01,-2.982735e-06,-3.184488e+01
4.729718e-01,-2.982697e-06,-3.184483e+01
4.729688e-01,-2.982660e-06,-3.184479e+01
4.729658e-01,-2.982622e-06,-3.184474e+01
4.729628e-01,-2.982584e-06,-3.184470e+01
4.729598e-01,-2.982547e-06,-3.184465e+01
4.729568e-01,-2.982509e-06,-3.184460e+01
4.729539e-01,-2.982471e-06,-3.184456e+01
4.729509e-01,-2.982434e-06,-3.184451e+01
4.729479e-01,-2.982396e-06,-3.184447e+01
4.729449e-01,-2.982359e-06,-3.184442e+01
4.729419e-01,-2.982321e-06,-3.184437e+01
4.729390e-01,-2.982283e-06,-3.184433e+01
4.729360e-01,-2.982246e-06,-3.184429e+01
4.729330e-01,-2.982208e-06,-3.184424e+01
4.729300e-01,-2.982171e-06,-3.184420e+01
4.729270e-01,-2.982133e-06,-3.184416e+01
4.729240e-01,-2.982095e-06,-3.184412e+01
4.729211e-01,-2.982058e-06,-3.184408e+01
4.729181e-01,-2.982020e-06,-3.184404e+01
4.729151e-01,-2.981982e-06,-3.184401e+01
4.729121e-01,-2.981945e-06,-3.184397e+01
4.729091e-01,-2.981907e-06,-3.184394e+01
4.729061e-01,-2.981870e-06,-3.184391e+01
4.729032e-01,-2.981832e-06,-3.184388e+01
4.729002e-01,-2.981794e-06,-3.184385e+01
4.728972e-01,-2.981757e-06,-3.184383e+01
4.728942e-01,-2.981719e-06,-3.184380e+01
4.728912e-01,-2.981682e-06,-3.184378e+01
4.728883e-01,-2.981644e-06,-3.184376e+01
4.728853e-01,-2.981606e-06,-3.184374e+01
4.728823e-01,-2.981569e-06,-3.184373e+01
4.728793e-01,-2.981531e-06,-3.184371e+01
4.728763e-01,-2.981494e-06,-3.184370e+01
4.728733e-01,-2.981456e-06,-3.184369e+01
4.728704e-01,-2.981418e-06,-3.184368e+01
4.728674e-01,-2.981381e-06,-3.184367e+01
4.728644e-01,-2.981343e-06,-3.184366e+01
4.728614e-01,-2.981306e-06,-3.184365e+01
4.728584e-01,-2.981268e-06,-3.184365e+01
4.728555e-01,-2.981230e-06,-3.184365e+01
4.728525e-01,-2.981193e-06,-3.184364e+01
4.728495e-01,-2.981155e-06,-3.184364e+01
4.728465e-01,-2.981118e-06,-3.184364e+01
4.728435e-01,-2.981080e-06,-3.184364e+01
4.728406e-01,-2.981043e-06,-3.184364e+01
4.728376e-01,-2.981005e-06,-3.184364e+01
4.728346e-01,-2.980967e-06,-3.184364e+01
4.728316e-01,-2.980930e-06,-3.184364e+01
4.728286e-01,-2.980892e-06,-3.184365e+01
4.728257e-01,-2.980855e-06,-3.184365e+01
4.728227e-01,-2.980817e-06,-3.184365e+01
4.728197e-01,-2.980779e-06,-3.184365e+01
4.728167e-01,-2.980742e-06,-3.184366e+01
4.728137e-01,-2.980704e-06,-3.184366e+01
4.728107e-01,-2.980667e-06,-3.184366e+01
4.728078e-01,-2.980629e-06,-3.184367e+01
4.728048e-01,-2.980592e-06,-3.184367e+01
4.728018e-01,-2.980554e-06,-3.184368e+01
4.727988e-01,-2.980516e-06,-3.184368e+01
4.727958e-01,-2.980479e-06,-3.184368e+01
4.727929e-01,-2.980441e-06,-3.184369e+01
4.727899e-01,-2.980404e-06,-3.184369e+01
4.727869e-01,-2.980366e-06,-3.184370e+01
4.727839e-01,-2.980328e-06,-3.184370e+01
4.727809e-01,-2.980291e-06,-3.184371e+01
4.727780e-01,-2.980253e-06,-3.184371e+01
4.727750e-01,-2.980216e-06,-3.184372e+01
4.727720e-01,-2.980178e-06,-3.184373e+01
4.727690e-01,-2.980141e-06,-3.184373e+01
4.727660e-01,-2.980103e-06,-3.184374e+01
4.727631e-01,-2.980065e-06,-3.184375e+01
4.727601e-01,-2.980028e-06,-3.184376e+01
4.727571e-01,-2.979990e-06,-3.184376e+01
4.727541e-01,-2.979953e-06,-3.184377e+01
4.727511e-01,-2.979915e-06,-3.184378e+01
4.727482e-01,-2.979878e-06,-3.184379e+01
4.727452e-01,-2.979840e-06,-3.184380e+01
4.727422e-01,-2.979803e-06,-3.184381e+01
4.727392e-01,-2.979765e-06,-3.184382e+01
4.727362e-01,-2.979727e-06,-3.184383e+01
4.727333e-01,-2.979690e-06,-3.184384e+01
4.727303e-01,-2.979652e-06,-3.184385e+01
4.727273e-01,-2.979615e-06,-3.184386e+01
4.727243e-01,-2.979577e-06,-3.184388e+01
4.727213e-01,-2.979540e-06,-3.184389e+01
4.727184e-01,-2.979502e-06,-3.184390e+01
4.727154e-01,-2.979464e-06,-3.184391e+01
4.727124e-01,-2.979427e-06,-3.184392e+01
4.727094e-01,-2.979389e-06,-3.184393e+01
4.727064e-01,-2.979352e-06,-3.184395e+01
4.727035e-01,-2.979314e-06,-3.184396e+01
4.727005e-01,-2.979277e-06,-3.184397e+01
4.726975e-01,-2.979239e-06,-3.184398e+01
4.726945e-01,-2.979202e-06,-3.184399e+01
4.726915e-01,-2.979164e-06,-3.184400e+01
4.726886e-01,-2.979126e-06,-3.184401e+01
4.726856e-01,-2.979089e-06,-3.184402e+01
4.726826e-01,-2.979051e-06,-3.184403e+01
4.726796e-01,-2.979014e-06,-3.184404e+01
4.726767e-01,-2.978976e-06,-3.184405e+01
4.726737e-01,-2.978939e-06,-3.184405e+01
4.726707e-01,-2.978901e-06,-3.184406e+01
4.726677e-01,-2.978864e-06,-3.184407e+01
4.726647e-01,-2.978826e-06,-3.184407e+01
4.726618e-01,-2.978789e-06,-3.184408e+01
4.726588e-01,-2.978751e-06,-3.184408e+01
4.726558e-01,-2.978713e-06,-3.184408e+01
4.726528e-01,-2.978676e-06,-3.184409e+01
4.726498e-01,-2.978638e-06,-3.184409e+01
4.726469e-01,-2.978601e-06,-3.184409e+01
4.726439e-01,-2.978563e-06,-3.184409e+01
4.726409e-01,-2.978526e-06,-3.184408e+01
4.726379e-01,-2.978488e-06,-3.184408e+01
4.726350e-01,-2.978451e-06,-3.184408e+01
4.726320e-01,-2.978413e-06,-3.184407e+01
4.726290e-01,-2.978376e-06,-3.184406e+01
4.726260e-01,-2.978338e-06,-3.184405e+01
4.726230e-01,-2.978300e-06,-3.184404e+01
4.726201e-01,-2.978263e-06,-3.184403e+01
4.726171e-01,-2.978225e-06,-3.184402e+01
4.726141e-01,-2.978188e-06,-3.184400e+01
4.726111e-01,-2.978150e-06,-3.184399e+01
4.726081e-01,-2.978113e-06,-3.184397e+01
4.726052e-01,-2.978075e-06,-3.184395e+01
4.726022e-01,-2.978038e-06,-3.184393e+01
4.725992e-01,-2.978000e-06,-3.184391e+01
4.725962e-01,-2.977963e-06,-3.184388e+01
4.725933e-01,-2.977925e-06,-3.184386e+01
4.725903e-01,-2.977888e-06,-3.184383e+01
4.725873e-01,-2.977850e-06,-3.184380e+01
4.725843e-01,-2.977813e-06,-3.184377e+01
4.725813e-01,-2.977775e-06,-3.184374e+01
4.725784e-01,-2.977737e-06,-3.184370e+01
4.725754e-01,-2.977700e-06,-3.184367e+01
4.725724e-01,-2.977662e-06,-3.184363e+01
4.725694e-01,-2.977625e-06,-3.184360e+01
4.725665e-01,-2.977587e-06,-3.184356e+01
4.725635e-01,-2.977550e-06,-3.184352e+01
4.725605e-01,-2.977512e-06,-3.184348e+01
4.725575e-01,-2.977475e-06,-3.184344e+01
4.725545e-01,-2.977437e-06,-3.184340e+01
4.725516e-01,-2.977400e-06,-3.184336e+01
4.725486e-01,-2.977362e-06,-3.184331e+01
4.725456e-01,-2.977325e-06,-3.184327e+01
4.725426e-01,-2.977287e-06,-3.184323e+01
4.725397e-01,-2.977250e-06,-3.184319e+01
4.725367e-01,-2.977212e-06,-3.184315e+01
4.725337e-01,-2.977175e-06,-3.184311e+01
4.725307e-01,-2.977137e-06,-3.184306e+01
4.725277e-01,-2.977100e-06,-3.184302e+01
4.725248e-01,-2.977062e-06,-3.184299e+01
4.725218e-01,-2.977025e-06,-3.184295e+01
4.725188e-01,-2.976987e-06,-3.184291e+01
4.725158e-01,-2.976950e-06,-3.184287e+01
4.725129e-01,-2.976912e-06,-3.184284e+01
4.725099e-01,-2.976875e-06,-3.184281e+01
4.725069e-01,-2.976837e-06,-3.184278e+01
4.725039e-01,-2.976800e-06,-3.184275e+01
4.725010e-01,-2.976762e-06,-3.184272e+01
4.724980e-01,-2.976725e-06,-3.184269e+01
4.724950e-01,-2.976687e-06,-3.184267e+01
4.724920e-01,-2.976650e-06,-3.184265e+01
4.724890e-01,-2.976612e-06,-3.184263e+01
4.724861e-01,-2.976575e-06,-3.184262e+01
4.724831e-01,-2.976537e-06,-3.184260e+01
4.724801e-01,-2.976500e-06,-3.184259e+01
4.724771e-01,-2.976462e-06,-3.184258e+01
4.724742e-01,-2.976425e-06,-3.184257e+01
4.724712e-01,-2.976387e-06,-3.184257e+01
4.724682e-01,-2.976350e-06,-3.184257e+01
4.724652e-01,-2.976312e-06,-3.184257e+01
4.724623e-01,-2.976275e-06,-3.184258e+01
4.724593e-01,-2.976237e-06,-3.184258e+01
4.724563e-01,-2.976200e-06,-3.184259e+01
4.724533e-01,-2.976162e-06,-3.184260e+01
4.724504e-01,-2.976125e-06,-3.184262e+01
4.724474e-01,-2.976087e-06,-3.184263e+01
4.724444e-01,-2.976050e-06,-3.184265e+01
4.724414e-01,-2.976012e-06,-3.184268e+01
4.724385e-01,-2.975975e-06,-3.184270e+01
4.724355e-01,-2.975937e-06,-3.184273e+01
4.724325e-01,-2.975900e-06,-3.184276e+01
4.724295e-01,-2.975862e-06,-3.184279e+01
4.724265e-01,-2.975825e-06,-3.184282e+01
4.724236e-01,-2.975787e-06,-3.184286e+01
4.724206e-01,-2.975750e-06,-3.184290e+01
4.724176e-01,-2.975712e-06,-3.184294e+01
4.724146e-01,-2.975675e-06,-3.184298e+01
4.724117e-01,-2.975637e-06,-3.184303e+01
4.724087e-01,-2.975600e-06,-3.184308e+01
4.724057e-01,-2.975562e-06,-3.184312e+01
4.724027e-01,-2.975525e-06,-3.184317e+01
4.723998e-01,-2.975487e-06,-3.184322e+01
4.723968e-01,-2.975450e-06,-3.184327e+01
4.723938e-01,-2.975412e-06,-3.184333e+01
4.723908e-01,-2.975375e-06,-3.184338e+01
4.723879e-01,-2.975337e-06,-3.184343e+01
4.723849e-01,-2.975300e-06,-3.184349e+01
4.723819e-01,-2.975262e-06,-3.184354e+01
4.723789e-01,-2.975225e-06,-3.184360e+01
4.723760e-01,-2.975187e-06,-3.184365e+01
4.723730e-01,-2.975150e-06,-3.184371e+01
4.723700e-01,-2.975112e-06,-3.184376e+01
4.723670e-01,-2.975075e-06,-3.184381e+01
4.723641e-01,-2.975037e-06,-3.184386e+01
4.723611e-01,-2.975000e-06,-3.184391e+01
4.723581e-01,-2.974963e-06,-3.184396e+01
4.723551e-01,-2.974925e-06,-3.184401e+01
4.723522e-01,-2.974888e-06,-3.184405e+01
4.723492e-01,-2.974850e-06,-3.184410e+01
4.723462e-01,-2.974813e-06,-3.184414e+01
4.723432e-01,-2.974775e-06,-3.184418e+01
4.723403e-01,-2.974738e-06,-3.184421e+01
4.723373e-01,-2.974700e-06,-3.184425e+01
4.723343e-01,-2.974663e-06,-3.184428e+01
4.723313e-01,-2.974625e-06,-3.184431e+01
4.723284e-01,-2.974588e-06,-3.184433e+01
4.723254e-01,-2.974550e-06,-3.184436e+01
4.723224e-01,-2.974513e-06,-3.184438e+01
4.723194e-01,-2.974475e-06,-3.184439e+01
4.723165e-01,-2.974438e-06,-3.184441e+01
4.723135e-01,-2.974400e-06,-3.184442e+01
4.723105e-01,-2.974363e-06,-3.184442e+01
4.723075e-01,-2.974326e-06,-3.184443e+01
4.723046e-01,-2.974288e-06,-3.184443e+01
4.723016e-01,-2.974251e-06,-3.184442e+01
4.722986e-01,-2.974213e-06,-3.184441e+01
4.722956e-01,-2.974176e-06,-3.184440e+01
4.722927e-01,-2.974138e-06,-3.184439e+01
4.722897e-01,-2.974101e-06,-3.184437e+01
4.722867e-01,-2.974063e-06,-3.184435e+01
4.722838e-01,-2.974026e-06,-3.184433e+01
4.722808e-01,-2.973988e-06,-3.184430e+01
4.722778e-01,-2.973951e-06,-3.184427e+01
4.722748e-01,-2.973914e-06,-3.184424e+01
4.722719e-01,-2.973876e-06,-3.184420e+01
4.722689e-01,-2.973839e-06,-3.184416e+01
4.722659e-01,-2.973801e-06,-3.184412e+01
4.722629e-01,-2.973764e-06,-3.184408e+01
4.722600e-01,-2.973726e-06,-3.184404e+01
4.722570e-01,-2.973689e-06,-3.184399e+01
4.722540e-01,-2.973651e-06,-3.184395e+01
4.722510e-01,-2.973614e-06,-3.184390e+01
4.722481e-01,-2.973576e-06,-3.184385e+01
4.722451e-01,-2.973539e-06,-3.184380e+01
4.722421e-01,-2.973502e-06,-3.184375e+01
4.722391e-01,-2.973464e-06,-3.184370e+01
4.722362e-01,-2.973427e-06,-3.184365e+01
4.722332e-01,-2.973389e-06,-3.184360e+01
4.722302e-01,-2.973352e-06,-3.184355e+01
4.722273e-01,-2.973314e-06,-3.184350e+01
4.722243e-01,-2.973277e-06,-3.184346e+01
4.722213e-01,-2.973239e-06,-3.184341e+01
4.722183e-01,-2.973202e-06,-3.184337e+01
4.722154e-01,-2.973165e-06,-3.184333e+01
4.722124e-01,-2.973127e-06,-3.184329e+01
4.722094e-01,-2.973090e-06,-3.184325e+01
4.722064e-01,-2.973052e-06,-3.184322e+01
4.722035e-01,-2.973015e-06,-3.184318e+01
4.722005e-01,-2.972977e-06,-3.184315e+01
4.721975e-01,-2.972940e-06,-3.184313e+01
4.721945e-01,-2.972903e-06,-3.184310e+01
4.721916e-01,-2.972865e-06,-3.184308e+01
4.721886e-01,-2.972828e-06,-3.184307e+01
4.721856e-01,-2.972790e-06,-3.184305e+01
4.721827e-01,-2.972753e-06,-3.184304e+01
4.721797e-01,-2.972715e-06,-3.184303e+01
4.721767e-01,-2.972678e-06,-3.184303e+01
4.721737e-01,-2.972640e-06,-3.184302e+01
4.721708e-01,-2.972603e-06,-3.184303e+01
4.721678e-01,-2.972566e-06,-3.184303e+01
4.721648e-01,-2.972528e-06,-3.184304e+01
4.721618e-01,-2.972491e-06,-3.184305e+01
4.721589e-01,-2.972453e-06,-3.184306e+01
4.721559e-01,-2.972416e-06,-3.184308e+01
4.721529e-01,-2.972379e-06,-3.184309e+01
4.721500e-01,-2.972341e-06,-3.184311e+01
4.721470e-01,-2.972304e-06,-3.184314e+01
4.721440e-01,-2.972266e-06,-3.184316e+01
4.721410e-01,-2.972229e-06,-3.184319e+01
4.721381e-01,-2.972191e-06,-3.184322e+01
4.721351e-01,-2.972154e-06,-3.184325e+01
4.721321e-01,-2.972117e-06,-3.184329e+01
4.721292e-01,-2.972079e-06,-3.184333e+01
4.721262e-01,-2.972042e-06,-3.184336e+01
4.721232e-01,-2.972004e-06,-3.184340e+01
4.721202e-01,-2.971967e-06,-3.184344e+01
4.721173e-01,-2.971929e-06,-3.184349e+01
4.721143e-01,-2.971892e-06,-3.184353e+01
4.721113e-01,-2.971855e-06,-3.184357e+01
4.721083e-01,-2.971817e-06,-3.184362e+01
4.721054e-01,-2.971780e-06,-3.184366e+01
