lambda,dlambda,pe,espring
4.798352e-02,-7.685480e-06,-3.186808e+01,3.142570e-02
4.797583e-02,-7.684653e-06,-3.186809e+01,3.142401e-02
4.796815e-02,-7.683827e-06,-3.186809e+01,3.142064e-02
4.796047e-02,-7.683000e-06,-3.186810e+01,3.141763e-02
4.795278e-02,-7.682174e-06,-3.186810e+01,3.141267e-02
4.794510e-02,-7.681348e-06,-3.186811e+01,3.140954e-02
4.793742e-02,-7.680521e-06,-3.186811e+01,3.140799e-02
4.792974e-02,-7.679695e-06,-3.186812e+01,3.140827e-02
4.792206e-02,-7.678869e-06,-3.186814e+01,3.140899e-02
4.791438e-02,-7.678043e-06,-3.186815e+01,3.140883e-02
4.790670e-02,-7.677216e-06,-3.186817e+01,3.140718e-02
4.789903e-02,-7.676390e-06,-3.186817e+01,3.140674e-02
4.789135e-02,-7.675564e-06,-3.186818e+01,3.140625e-02
4.788368e-02,-7.674738e-06,-3.186819e+01,3.140526e-02
4.787600e-02,-7.673912e-06,-3.186821e+01,3.140437e-02
4.786833e-02,-7.673086e-06,-3.186822e+01,3.140438e-02
4.786066e-02,-7.672260e-06,-3.186824e+01,3.140203e-02
4.785298e-02,-7.671434e-06,-3.186825e+01,3.139859e-02
4.784531e-02,-7.670608e-06,-3.186826e+01,3.139626e-02
4.783764e-02,-7.669783e-06,-3.186827e+01,3.139436e-02
4.782997e-02,-7.668957e-06,-3.186827e+01,3.139213e-02
4.782230e-02,-7.668131e-06,-3.186828e+01,3.138914e-02
4.781464e-02,-7.667305e-06,-3.186829e+01,3.138570e-02
4.780697e-02,-7.666479e-06,-3.186830e+01,3.138115e-02
4.779930e-02,-7.665654e-06,-3.186831e+01,3.137540e-02
4.779164e-02,-7.664828e-06,-3.186831e+01,3.137029e-02
4.778397e-02,-7.664002e-06,-3.186832e+01,3.136699e-02
4.777631e-02,-7.663177e-06,-3.186833e+01,3.136350e-02
4.776865e-02,-7.662351e-06,-3.186833e+01,3.135881e-02
4.776099e-02,-7.661526e-06,-3.186834e+01,3.135446e-02
4.775333e-02,-7.660700e-06,-3.186835e+01,3.135009e-02
4.774566e-02,-7.659875e-06,-3.186835e+01,3.134566e-02
4.773801e-02,-7.659049e-06,-3.186836e+01,3.133970e-02
4.773035e-02,-7.658224e-06,-3.186836e+01,3.133341e-02
4.772269e-02,-7.657399e-06,-3.186837e+01,3.132849e-02
4.771503e-02,-7.656573e-06,-3.186838e+01,3.132398e-02
4.770738e-02,-7.655748e-06,-3.186839e+01,3.132225e-02
4.769972e-02,-7.654923e-06,-3.186840e+01,3.132043e-02
4.769207e-02,-7.654098e-06,-3.186840e+01,3.131722e-02
4.768441e-02,-7.653273e-06,-3.186840e+01,3.131590e-02
4.767676e-02,-7.652447e-06,-3.186840e+01,3.131615e-02
4.766911e-02,-7.651622e-06,-3.186840e+01,3.131799e-02
4.766146e-02,-7.650797e-06,-3.186841e+01,3.132017e-02
4.765381e-02,-7.649972e-06,-3.186842e+01,3.132280e-02
4.764616e-02,-7.649147e-06,-3.186843e+01,3.132439e-02
4.763851e-02,-7.648322e-06,-3.186844e+01,3.132453e-02
4.763086e-02,-7.647497e-06,-3.186845e+01,3.132479e-02
4.762321e-02,-7.646672e-06,-3.186846e+01,3.132384e-02
4.761557e-02,-7.645847e-06,-3.186847e+01,3.132246e-02
4.760792e-02,-7.645023e-06,-3.186848e+01,3.132191e-02
4.760028e-02,-7.644198e-06,-3.186849e+01,3.132170e-02
4.759263e-02,-7.643373e-06,-3.186850e+01,3.132454e-02
4.758499e-02,-7.642548e-06,-3.186850e+01,3.132602e-02
4.757735e-02,-7.641724e-06,-3.186851e+01,3.132903e-02
4.756971e-02,-7.640899e-06,-3.186852e+01,3.133066e-02
4.756207e-02,-7.640074e-06,-3.186853e+01,3.133260e-02
4.755443e-02,-7.639250e-06,-3.186854e+01,3.133333e-02
4.754679e-02,-7.638425e-06,-3.186855e+01,3.133631e-02
4.753915e-02,-7.637601e-06,-3.186856e+01,3.133795e-02
4.753151e-02,-7.636776e-06,-3.186858e+01,3.133903e-02
4.752388e-02,-7.635952e-06,-3.186859e+01,3.133879e-02
4.751624e-02,-7.635127e-06,-3.186860e+01,3.133645e-02
4.750861e-02,-7.634303e-06,-3.186861e+01,3.133519e-02
4.750097e-02,-7.633478e-06,-3.186862e+01,3.133325e-02
4.749334e-02,-7.632654e-06,-3.186861e+01,3.133104e-02
4.748571e-02,-7.631830e-06,-3.186860e+01,3.132983e-02
4.747807e-02,-7.631006e-06,-3.186860e+01,3.133013e-02
4.747044e-02,-7.630181e-06,-3.186859e+01,3.133168e-02
4.746281e-02,-7.629357e-06,-3.186858e+01,3.133437e-02
4.745519e-02,-7.628533e-06,-3.186858e+01,3.133587e-02
4.744756e-02,-7.627709e-06,-3.186858e+01,3.133601e-02
4.743993e-02,-7.626885e-06,-3.186857e+01,3.133754e-02
4.743230e-02,-7.626061e-06,-3.186857e+01,3.134097e-02
4.742468e-02,-7.625237e-06,-3.186856e+01,3.134447e-02
4.741705e-02,-7.624413e-06,-3.186856e+01,3.134897e-02
4.740943e-02,-7.623589e-06,-3.186855e+01,3.135329e-02
4.740181e-02,-7.622765e-06,-3.186854e+01,3.135726e-02
4.739418e-02,-7.621941e-06,-3.186853e+01,3.136119e-02
4.738656e-02,-7.621117e-06,-3.186851e+01,3.136493e-02
4.737894e-02,-7.620293e-06,-3.186849e+01,3.136842e-02
4.737132e-02,-7.619470e-06,-3.186847e+01,3.137298e-02
4.736370e-02,-7.618646e-06,-3.186845e+01,3.137870e-02
4.735608e-02,-7.617822e-06,-3.186843e+01,3.138276e-02
4.734847e-02,-7.616998e-06,-3.186841e+01,3.138728e-02
4.734085e-02,-7.616175e-06,-3.186839e+01,3.139290e-02
4.733323e-02,-7.615351e-06,-3.186837e+01,3.139754e-02
4.732562e-02,-7.614528e-06,-3.186836e+01,3.140185e-02
4.731801e-02,-7.613704e-06,-3.186835e+01,3.140663e-02
4.731039e-02,-7.612880e-06,-3.186834e+01,3.141166e-02
4.730278e-02,-7.612057e-06,-3.186833e+01,3.141848e-02
4.729517e-02,-7.611234e-06,-3.186832e+01,3.142479e-02
4.728756e-02,-7.610410e-06,-3.186832e+01,3.143083e-02
4.727995e-02,-7.609587e-06,-3.186830e+01,3.143684e-02
4.727234e-02,-7.608763e-06,-3.186829e+01,3.144132e-02
4.726473e-02,-7.607940e-06,-3.186829e+01,3.144538e-02
4.725712e-02,-7.607117e-06,-3.186828e+01,3.144936e-02
4.724952e-02,-7.606294e-06,-3.186828e+01,3.145330e-02
4.724191e-02,-7.605470e-06,-3.186828e+01,3.145693e-02
4.723430e-02,-7.604647e-06,-3.186828e+01,3.146062e-02
4.722670e-02,-7.603824e-06,-3.186828e+01,3.146486e-02
4.721910e-02,-7.603001e-06,-3.186829e+01,3.146657e-02
4.721149e-02,-7.602178e-06,-3.186831e+01,3.147017e-02
4.720389e-02,-7.601355e-06,-3.186832e+01,3.147246e-02
4.719629e-02,-7.600532e-06,-3.186832e+01,3.147576e-02
4.718869e-02,-7.599709e-06,-3.186832e+01,3.147762e-02
4.718109e-02,-7.598886e-06,-3.186832e+01,3.148019e-02
4.717349e-02,-7.598063e-06,-3.186833e+01,3.148185e-02
4.716590e-02,-7.597240e-06,-3.186833e+01,3.148061e-02
4.715830e-02,-7.596417e-06,-3.186833e+01,3.147866e-02
4.715070e-02,-7.595595e-06,-3.186832e+01,3.147627e-02
4.714311e-02,-7.594772e-06,-3.186832e+01,3.147388e-02
4.713551e-02,-7.593949e-06,-3.186832e+01,3.147044e-02
4.712792e-02,-7.593126e-06,-3.186832e+01,3.146742e-02
4.712033e-02,-7.592304e-06,-3.186832e+01,3.146211e-02
4.711274e-02,-7.591481e-06,-3.186832e+01,3.145811e-02
4.710514e-02,-7.590659e-06,-3.186831e+01,3.145408e-02
4.709755e-02,-7.589836e-06,-3.186831e+01,3.145112e-02
4.708996e-02,-7.589014e-06,-3.186831e+01,3.144761e-02
4.708238e-02,-7.588191e-06,-3.186830e+01,3.144558e-02
4.707479e-02,-7.587369e-06,-3.186830e+01,3.144187e-02
4.706720e-02,-7.586546e-06,-3.186830e+01,3.143657e-02
4.705962e-02,-7.585724e-06,-3.186830e+01,3.143111e-02
4.705203e-02,-7.584901e-06,-3.186830e+01,3.142751e-02
4.704445e-02,-7.584079e-06,-3.186829e+01,3.142425e-02
4.703686e-02,-7.583257e-06,-3.186830e+01,3.142120e-02
4.702928e-02,-7.582435e-06,-3.186830e+01,3.141708e-02
4.702170e-02,-7.581612e-06,-3.186830e+01,3.141239e-02
4.701412e-02,-7.580790e-06,-3.186830e+01,3.140527e-02
4.700654e-02,-7.579968e-06,-3.186830e+01,3.139765e-02
4.699896e-02,-7.579146e-06,-3.186829e+01,3.138812e-02
4.699138e-02,-7.578324e-06,-3.186828e+01,3.137950e-02
4.698380e-02,-7.577502e-06,-3.186828e+01,3.137081e-02
4.697622e-02,-7.576680e-06,-3.186827e+01,3.136270e-02
4.696865e-02,-7.575858e-06,-3.186826e+01,3.135437e-02
4.696107e-02,-7.575036e-06,-3.186825e+01,3.134607e-02
4.695350e-02,-7.574214e-06,-3.186824e+01,3.133523e-02
4.694592e-02,-7.573392e-06,-3.186824e+01,3.132568e-02
4.693835e-02,-7.572570e-06,-3.186823e+01,3.131332e-02
4.693078e-02,-7.571749e-06,-3.186822e+01,3.130410e-02
4.692321e-02,-7.570927e-06,-3.186822e+01,3.129569e-02
4.691563e-02,-7.570105e-06,-3.186821e+01,3.128705e-02
4.690806e-02,-7.569283e-06,-3.186821e+01,3.127984e-02
4.690050e-02,-7.568462e-06,-3.186820e+01,3.127192e-02
4.689293e-02,-7.567640e-06,-3.186820e+01,3.126476e-02
4.688536e-02,-7.566819e-06,-3.186820e+01,3.125874e-02
4.687779e-02,-7.565997e-06,-3.186819e+01,3.125332e-02
4.687023e-02,-7.565175e-06,-3.186819e+01,3.124781e-02
4.686266e-02,-7.564354e-06,-3.186819e+01,3.124339e-02
4.685510e-02,-7.563533e-06,-3.186819e+01,3.123898e-02
4.684754e-02,-7.562711e-06,-3.186818e+01,3.123323e-02
4.683997e-02,-7.561890e-06,-3.186817e+01,3.122770e-02
4.683241e-02,-7.561068e-06,-3.186816e+01,3.122076e-02
4.682485e-02,-7.560247e-06,-3.186814e+01,3.121297e-02
4.681729e-02,-7.559426e-06,-3.186813e+01,3.120498e-02
4.680973e-02,-7.558605e-06,-3.186812e+01,3.119587e-02
4.680218e-02,-7.557783e-06,-3.186810e+01,3.118676e-02
4.679462e-02,-7.556962e-06,-3.186810e+01,3.117543e-02
4.678706e-02,-7.556141e-06,-3.186809e+01,3.116569e-02
4.677951e-02,-7.555320e-06,-3.186808e+01,3.115703e-02
4.677195e-02,-7.554499e-06,-3.186808e+01,3.114906e-02
4.676440e-02,-7.553678e-06,-3.186807e+01,3.113884e-02
4.675684e-02,-7.552857e-06,-3.186806e+01,3.113175e-02
4.674929e-02,-7.552036e-06,-3.186805e+01,3.112440e-02
4.674174e-02,-7.551215e-06,-3.186805e+01,3.111487e-02
4.673419e-02,-7.550394e-06,-3.186804e+01,3.110745e-02
4.672664e-02,-7.549573e-06,-3.186803e+01,3.109991e-02
4.671909e-02,-7.548752e-06,-3.186802e+01,3.109439e-02
4.671154e-02,-7.547931e-06,-3.186800e+01,3.109180e-02
4.670399e-02,-7.547111e-06,-3.186799e+01,3.108819e-02
4.669645e-02,-7.546290e-06,-3.186799e+01,3.108250e-02
4.668890e-02,-7.545469e-06,-3.186798e+01,3.107683e-02
4.668136e-02,-7.544649e-06,-3.186797e+01,3.107039e-02
4.667381e-02,-7.543828e-06,-3.186796e+01,3.106487e-02
4.666627e-02,-7.543007e-06,-3.186795e+01,3.105955e-02
4.665873e-02,-7.542187e-06,-3.186794e+01,3.105413e-02
4.665118e-02,-7.541366e-06,-3.186792e+01,3.104931e-02
4.664364e-02,-7.540546e-06,-3.186790e+01,3.104633e-02
4.663610e-02,-7.539725e-06,-3.186788e+01,3.104309e-02
4.662856e-02,-7.538905e-06,-3.186786e+01,3.104088e-02
4.662103e-02,-7.538085e-06,-3.186784e+01,3.103994e-02
4.661349e-02,-7.537264e-06,-3.186783e+01,3.103895e-02
4.660595e-02,-7.536444e-06,-3.186781e+01,3.103694e-02
4.659841e-02,-7.535624e-06,-3.186780e+01,3.103518e-02
4.659088e-02,-7.534803e-06,-3.186780e+01,3.103246e-02
4.658334e-02,-7.533983e-06,-3.186779e+01,3.103114e-02
4.657581e-02,-7.533163e-06,-3.186779e+01,3.102868e-02
4.656828e-02,-7.532343e-06,-3.186779e+01,3.102816e-02
4.656075e-02,-7.531523e-06,-3.186779e+01,3.102691e-02
4.655322e-02,-7.530703e-06,-3.186779e+01,3.102428e-02
4.654569e-02,-7.529883e-06,-3.186780e+01,3.102138e-02
4.653816e-02,-7.529063e-06,-3.186782e+01,3.101739e-02
4.653063e-02,-7.528243e-06,-3.186783e+01,3.101340e-02
4.652310e-02,-7.527423e-06,-3.186784e+01,3.101053e-02
4.651557e-02,-7.526603e-06,-3.186785e+01,3.100764e-02
4.650805e-02,-7.525783e-06,-3.186787e+01,3.100658e-02
4.650052e-02,-7.524963e-06,-3.186788e+01,3.100517e-02
4.649300e-02,-7.524143e-06,-3.186790e+01,3.100395e-02
4.648547e-02,-7.523324e-06,-3.186792e+01,3.100220e-02
4.647795e-02,-7.522504e-06,-3.186796e+01,3.099945e-02
4.647043e-02,-7.521684e-06,-3.186799e+01,3.099626e-02
4.646291e-02,-7.520864e-06,-3.186803e+01,3.099360e-02
4.645539e-02,-7.520045e-06,-3.186806e+01,3.099081e-02
4.644787e-02,-7.519225e-06,-3.186809e+01,3.098783e-02
4.644035e-02,-7.518406e-06,-3.186813e+01,3.098500e-02
4.643283e-02,-7.517586e-06,-3.186817e+01,3.098217e-02
4.642531e-02,-7.516767e-06,-3.186822e+01,3.097967e-02
4.641780e-02,-7.515947e-06,-3.186826e+01,3.097642e-02
4.641028e-02,-7.515128e-06,-3.186831e+01,3.097329e-02
4.640277e-02,-7.514308e-06,-3.186835e+01,3.096910e-02
4.639525e-02,-7.513489e-06,-3.186841e+01,3.096480e-02
4.638774e-02,-7.512670e-06,-3.186847e+01,3.095964e-02
4.638023e-02,-7.511850e-06,-3.186853e+01,3.095378e-02
4.637271e-02,-7.511031e-06,-3.186858e+01,3.094776e-02
4.636520e-02,-7.510212e-06,-3.186864e+01,3.094251e-02
4.635769e-02,-7.509393e-06,-3.186870e+01,3.093700e-02
4.635019e-02,-7.508574e-06,-3.186876e+01,3.093105e-02
4.634268e-02,-7.507755e-06,-3.186882e+01,3.092598e-02
4.633517e-02,-7.506936e-06,-3.186887e+01,3.092148e-02
4.632766e-02,-7.506117e-06,-3.186893e+01,3.091626e-02
4.632016e-02,-7.505298e-06,-3.186899e+01,3.090953e-02
4.631265e-02,-7.504479e-06,-3.186904e+01,3.090281e-02
4.630515e-02,-7.503660e-06,-3.186908e+01,3.089786e-02
4.629765e-02,-7.502841e-06,-3.186913e+01,3.089374e-02
4.629014e-02,-7.502022e-06,-3.186917e+01,3.088935e-02
4.628264e-02,-7.501203e-06,-3.186921e+01,3.088205e-02
4.627514e-02,-7.500384e-06,-3.186925e+01,3.087455e-02
4.626764e-02,-7.499565e-06,-3.186928e+01,3.086623e-02
4.626014e-02,-7.498747e-06,-3.186931e+01,3.085857e-02
4.625264e-02,-7.497928e-06,-3.186934e+01,3.085159e-02
4.624515e-02,-7.497109e-06,-3.186937e+01,3.084566e-02
4.623765e-02,-7.496291e-06,-3.186939e+01,3.084114e-02
4.623015e-02,-7.495472e-06,-3.186941e+01,3.083876e-02
4.622266e-02,-7.494654e-06,-3.186944e+01,3.083756e-02
4.621516e-02,-7.493835e-06,-3.186946e+01,3.083535e-02
4.620767e-02,-7.493017e-06,-3.186948e+01,3.083320e-02
4.620018e-02,-7.492198e-06,-3.186950e+01,3.082980e-02
4.619269e-02,-7.491380e-06,-3.186952e+01,3.082657e-02
4.618519e-02,-7.490561e-06,-3.186954e+01,3.082392e-02
4.617770e-02,-7.489743e-06,-3.186956e+01,3.082256e-02
4.617022e-02,-7.488925e-06,-3.186956e+01,3.082329e-02
4.616273e-02,-7.488107e-06,-3.186957e+01,3.082570e-02
4.615524e-02,-7.487288e-06,-3.186958e+01,3.082891e-02
4.614775e-02,-7.486470e-06,-3.186959e+01,3.083320e-02
4.614027e-02,-7.485652e-06,-3.186960e+01,3.083870e-02
4.613278e-02,-7.484834e-06,-3.186960e+01,3.084331e-02
4.612530e-02,-7.484016e-06,-3.186961e+01,3.084852e-02
4.611781e-02,-7.483198e-06,-3.186961e+01,3.085279e-02
4.611033e-02,-7.482380e-06,-3.186961e+01,3.085701e-02
4.610285e-02,-7.481562e-06,-3.186962e+01,3.086151e-02
4.609537e-02,-7.480744e-06,-3.186962e+01,3.086420e-02
4.608789e-02,-7.479926e-06,-3.186962e+01,3.086699e-02
4.608041e-02,-7.479108e-06,-3.186961e+01,3.086939e-02
4.607293e-02,-7.478290e-06,-3.186961e+01,3.087144e-02
4.606545e-02,-7.477472e-06,-3.186961e+01,3.087459e-02
4.605797e-02,-7.476654e-06,-3.186961e+01,3.087704e-02
4.605050e-02,-7.475837e-06,-3.186961e+01,3.088026e-02
4.604302e-02,-7.475019e-06,-3.186961e+01,3.088613e-02
4.603555e-02,-7.474201e-06,-3.186961e+01,3.089292e-02
4.602807e-02,-7.473384e-06,-3.186961e+01,3.089943e-02
4.602060e-02,-7.472566e-06,-3.186960e+01,3.090712e-02
4.601313e-02,-7.471748e-06,-3.186960e+01,3.091303e-02
4.600566e-02,-7.470931e-06,-3.186960e+01,3.091831e-02
4.599819e-02,-7.470113e-06,-3.186960e+01,3.092355e-02
4.599072e-02,-7.469296e-06,-3.186960e+01,3.092936e-02
4.598325e-02,-7.468478e-06,-3.186960e+01,3.093493e-02
4.597578e-02,-7.467661e-06,-3.186959e+01,3.094005e-02
4.596831e-02,-7.466844e-06,-3.186958e+01,3.094541e-02
4.596085e-02,-7.466026e-06,-3.186956e+01,3.094977e-02
4.595338e-02,-7.465209e-06,-3.186954e+01,3.095549e-02
4.594592e-02,-7.464392e-06,-3.186953e+01,3.096098e-02
4.593845e-02,-7.463575e-06,-3.186951e+01,3.096647e-02
4.593099e-02,-7.462757e-06,-3.186949e+01,3.097372e-02
4.592353e-02,-7.461940e-06,-3.186947e+01,3.097984e-02
4.591606e-02,-7.461123e-06,-3.186945e+01,3.098650e-02
4.590860e-02,-7.460306e-06,-3.186942e+01,3.099505e-02
4.590114e-02,-7.459489e-06,-3.186940e+01,3.100275e-02
4.589369e-02,-7.458672e-06,-3.186938e+01,3.101160e-02
4.588623e-02,-7.457855e-06,-3.186935e+01,3.102294e-02
4.587877e-02,-7.457038e-06,-3.186933e+01,3.103587e-02
4.587131e-02,-7.456221e-06,-3.186930e+01,3.104964e-02
4.586386e-02,-7.455404e-06,-3.186928e+01,3.106250e-02
4.585640e-02,-7.454587e-06,-3.186926e+01,3.107470e-02
4.584895e-02,-7.453771e-06,-3.186923e+01,3.108963e-02
4.584149e-02,-7.452954e-06,-3.186921e+01,3.110422e-02
4.583404e-02,-7.452137e-06,-3.186919e+01,3.111879e-02
4.582659e-02,-7.451320e-06,-3.186917e+01,3.113414e-02
4.581914e-02,-7.450504e-06,-3.186915e+01,3.115047e-02
4.581169e-02,-7.449687e-06,-3.186913e+01,3.116642e-02
4.580424e-02,-7.448871e-06,-3.186911e+01,3.118134e-02
4.579679e-02,-7.448054e-06,-3.186908e+01,3.119764e-02
4.578934e-02,-7.447237e-06,-3.186906e+01,3.121489e-02
4.578190e-02,-7.446421e-06,-3.186904e+01,3.123359e-02
4.577445e-02,-7.445605e-06,-3.186902e+01,3.125366e-02
4.576701e-02,-7.444788e-06,-3.186900e+01,3.127153e-02
4.575956e-02,-7.443972e-06,-3.186898e+01,3.129128e-02
4.575212e-02,-7.443155e-06,-3.186895e+01,3.130911e-02
4.574467e-02,-7.442339e-06,-3.186893e+01,3.132704e-02
4.573723e-02,-7.441523e-06,-3.186890e+01,3.134410e-02
4.572979e-02,-7.440707e-06,-3.186887e+01,3.136115e-02
4.572235e-02,-7.439890e-06,-3.186884e+01,3.137752e-02
4.571491e-02,-7.439074e-06,-3.186881e+01,3.139364e-02
4.570747e-02,-7.438258e-06,-3.186877e+01,3.141116e-02
4.570004e-02,-7.437442e-06,-3.186873e+01,3.143060e-02
4.569260e-02,-7.436626e-06,-3.186869e+01,3.144915e-02
4.568516e-02,-7.435810e-06,-3.186865e+01,3.146659e-02
4.567773e-02,-7.434994e-06,-3.186861e+01,3.148631e-02
4.567029e-02,-7.434178e-06,-3.186856e+01,3.150623e-02
4.566286e-02,-7.433362e-06,-3.186851e+01,3.152643e-02
4.565543e-02,-7.432546e-06,-3.186846e+01,3.154715e-02
4.564799e-02,-7.431730e-06,-3.186840e+01,3.156881e-02
4.564056e-02,-7.430914e-06,-3.186834e+01,3.158969e-02
4.563313e-02,-7.430099e-06,-3.186828e+01,3.161019e-02
4.562570e-02,-7.429283e-06,-3.186822e+01,3.163156e-02
4.561827e-02,-7.428467e-06,-3.186817e+01,3.165165e-02
4.561085e-02,-7.427651e-06,-3.186811e+01,3.167292e-02
4.560342e-02,-7.426836e-06,-3.186806e+01,3.169369e-02
4.559599e-02,-7.426020e-06,-3.186801e+01,3.171242e-02
4.558857e-02,-7.425205e-06,-3.186796e+01,3.173230e-02
4.558114e-02,-7.424389e-06,-3.186792e+01,3.175193e-02
4.557372e-02,-7.423573e-06,-3.186788e+01,3.177080e-02
4.556629e-02,-7.422758e-06,-3.186783e+01,3.179026e-02
4.555887e-02,-7.421943e-06,-3.186779e+01,3.181075e-02
4.555145e-02,-7.421127e-06,-3.186775e+01,3.183174e-02
4.554403e-02,-7.420312e-06,-3.186771e+01,3.185188e-02
4.553661e-02,-7.419496e-06,-3.186768e+01,3.187121e-02
4.552919e-02,-7.418681e-06,-3.186765e+01,3.189006e-02
4.552177e-02,-7.417866e-06,-3.186763e+01,3.190792e-02
4.551435e-02,-7.417051e-06,-3.186761e+01,3.192669e-02
4.550694e-02,-7.416235e-06,-3.186760e+01,3.194456e-02
4.549952e-02,-7.415420e-06,-3.186758e+01,3.196143e-02
4.549211e-02,-7.414605e-06,-3.186758e+01,3.197981e-02
4.548469e-02,-7.413790e-06,-3.186757e+01,3.199693e-02
4.547728e-02,-7.412975e-06,-3.186757e+01,3.201306e-02
4.546987e-02,-7.412160e-06,-3.186757e+01,3.203008e-02
4.546246e-02,-7.411345e-06,-3.186757e+01,3.204436e-02
4.545504e-02,-7.410530e-06,-3.186757e+01,3.205768e-02
4.544763e-02,-7.409715e-06,-3.186758e+01,3.207045e-02
4.544022e-02,-7.408900e-06,-3.186760e+01,3.208244e-02
4.543282e-02,-7.408086e-06,-3.186761e+01,3.209324e-02
4.542541e-02,-7.407271e-06,-3.186762e+01,3.210539e-02
4.541800e-02,-7.406456e-06,-3.186762e+01,3.211851e-02
4.541060e-02,-7.405641e-06,-3.186762e+01,3.213198e-02
4.540319e-02,-7.404826e-06,-3.186762e+01,3.214387e-02
4.539579e-02,-7.404012e-06,-3.186762e+01,3.215516e-02
4.538838e-02,-7.403197e-06,-3.186762e+01,3.216546e-02
4.538098e-02,-7.402383e-06,-3.186762e+01,3.217617e-02
4.537358e-02,-7.401568e-06,-3.186761e+01,3.218598e-02
4.536618e-02,-7.400754e-06,-3.186762e+01,3.219675e-02
4.535878e-02,-7.399939e-06,-3.186761e+01,3.220674e-02
4.535138e-02,-7.399125e-06,-3.186761e+01,3.221775e-02
4.534398e-02,-7.398310e-06,-3.186760e+01,3.222921e-02
4.533658e-02,-7.397496e-06,-3.186760e+01,3.224095e-02
4.532918e-02,-7.396681e-06,-3.186759e+01,3.225264e-02
4.532179e-02,-7.395867e-06,-3.186759e+01,3.226442e-02
4.531439e-02,-7.395053e-06,-3.186758e+01,3.227604e-02
4.530700e-02,-7.394239e-06,-3.186758e+01,3.228936e-02
4.529960e-02,-7.393424e-06,-3.186757e+01,3.230185e-02
4.529221e-02,-7.392610e-06,-3.186757e+01,3.231508e-02
4.528482e-02,-7.391796e-06,-3.186757e+01,3.232808e-02
4.527743e-02,-7.390982e-06,-3.186756e+01,3.234028e-02
4.527004e-02,-7.390168e-06,-3.186755e+01,3.235454e-02
4.526265e-02,-7.389354e-06,-3.186755e+01,3.236915e-02
4.525526e-02,-7.388540e-06,-3.186754e+01,3.238385e-02
4.524787e-02,-7.387726e-06,-3.186753e+01,3.239867e-02
4.524048e-02,-7.386912e-06,-3.186753e+01,3.241366e-02
4.523309e-02,-7.386098e-06,-3.186753e+01,3.242620e-02
4.522571e-02,-7.385284e-06,-3.186752e+01,3.243858e-02
4.521832e-02,-7.384470e-06,-3.186752e+01,3.245040e-02
4.521094e-02,-7.383657e-06,-3.186752e+01,3.246287e-02
4.520356e-02,-7.382843e-06,-3.186751e+01,3.247743e-02
4.519617e-02,-7.382029e-06,-3.186750e+01,3.249300e-02
4.518879e-02,-7.381216e-06,-3.186749e+01,3.250934e-02
4.518141e-02,-7.380402e-06,-3.186747e+01,3.252605e-02
4.517403e-02,-7.379588e-06,-3.186746e+01,3.254279e-02
4.516665e-02,-7.378775e-06,-3.186745e+01,3.256025e-02
4.515927e-02,-7.377961e-06,-3.186744e+01,3.257852e-02
4.515190e-02,-7.377148e-06,-3.186742e+01,3.259742e-02
4.514452e-02,-7.376334e-06,-3.186741e+01,3.261899e-02
4.513714e-02,-7.375521e-06,-3.186740e+01,3.264158e-02
4.512977e-02,-7.374707e-06,-3.186739e+01,3.266434e-02
4.512239e-02,-7.373894e-06,-3.186738e+01,3.268885e-02
4.511502e-02,-7.373081e-06,-3.186736e+01,3.271267e-02
4.510765e-02,-7.372267e-06,-3.186735e+01,3.273577e-02
4.510028e-02,-7.371454e-06,-3.186734e+01,3.275796e-02
4.509291e-02,-7.370641e-06,-3.186734e+01,3.278246e-02
4.508554e-02,-7.369828e-06,-3.186734e+01,3.280685e-02
4.507817e-02,-7.369015e-06,-3.186734e+01,3.283234e-02
4.507080e-02,-7.368202e-06,-3.186734e+01,3.285580e-02
4.506343e-02,-7.367388e-06,-3.186733e+01,3.287850e-02
4.505606e-02,-7.366575e-06,-3.186733e+01,3.289976e-02
4.504870e-02,-7.365762e-06,-3.186733e+01,3.291972e-02
4.504133e-02,-7.364949e-06,-3.186733e+01,3.294030e-02
4.503397e-02,-7.364137e-06,-3.186734e+01,3.296001e-02
4.502660e-02,-7.363324e-06,-3.186735e+01,3.297966e-02
4.501924e-02,-7.362511e-06,-3.186736e+01,3.299905e-02
4.501188e-02,-7.361698e-06,-3.186737e+01,3.301936e-02
4.500452e-02,-7.360885e-06,-3.186739e+01,3.303782e-02
4.499716e-02,-7.360072e-06,-3.186740e+01,3.305605e-02
4.498980e-02,-7.359260e-06,-3.186742e+01,3.307455e-02
4.498244e-02,-7.358447e-06,-3.186744e+01,3.309158e-02
4.497508e-02,-7.357634e-06,-3.186745e+01,3.310916e-02
4.496772e-02,-7.356822e-06,-3.186746e+01,3.312544e-02
4.496037e-02,-7.356009e-06,-3.186746e+01,3.314039e-02
4.495301e-02,-7.355197e-06,-3.186747e+01,3.315509e-02
4.494566e-02,-7.354384e-06,-3.186747e+01,3.316931e-02
4.493830e-02,-7.353572e-06,-3.186747e+01,3.318286e-02
4.493095e-02,-7.352759e-06,-3.186746e+01,3.319747e-02
4.492360e-02,-7.351947e-06,-3.186745e+01,3.321321e-02
4.491624e-02,-7.351134e-06,-3.186743e+01,3.322917e-02
4.490889e-02,-7.350322e-06,-3.186742e+01,3.324422e-02
4.490154e-02,-7.349510e-06,-3.186740e+01,3.325783e-02
